Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.2241,284.353, 15.17, 83.32, 49.25,  0.22,  8.23
1981, 36, 0.2292,285.630, 21.41, 68.39, 44.90,  1.20, 19.90
1981, 37, 0.2324,286.329, 28.40, 51.65, 40.03,  3.19, 34.76
1981, 38, 0.2337,286.527, 35.80, 37.73, 36.76,  3.81, 44.98
1981, 39, 0.2305,285.861, 43.14, 29.05, 36.09,  2.97, 46.32
1981, 40, 0.2189,284.307, 46.90, 26.47, 36.69,  2.25, 43.86
1981, 41, 0.1979,281.724, 45.79, 30.74, 38.26,  1.45, 37.62
1981, 42, 0.1684,278.244, 40.10, 39.83, 39.96,  0.80, 33.38
1981, 43, 0.1370,274.302, 32.79, 50.51, 41.65,  0.54, 30.16
1981, 44, 0.1098,270.417, 26.37, 57.72, 42.04,  0.76, 31.86
1981, 45, 0.0906,266.830, 24.03, 61.03, 42.53,  1.09, 31.28
1981, 46, 0.0780,263.595, 26.43, 62.18, 44.31,  0.69, 26.39
1981, 47, 0.0714,260.724, 33.99, 63.74, 48.86,  0.22, 16.17
1981, 48, 0.0658,259.088, 39.83, 61.48, 50.65,  0.25, 14.68
1981, 49, 0.0606,257.704, 40.45, 60.76, 50.60,  0.51, 16.85
1981, 50, 0.0594,256.517, 42.50, 62.02, 52.26,  0.40, 14.72
1981, 51, 0.0587,255.824, 44.64, 62.17, 53.40,  0.33, 12.83
1981, 52, 0.0606,256.567, 51.02, 54.95, 52.99,  0.18, 13.41
1982,  1, 0.0646,258.468, 60.51, 41.36, 50.94,  0.54, 15.77
1982,  2, 0.0692,260.730, 64.57, 30.38, 47.47,  0.51, 17.14
1982,  3, 0.0733,262.429, 67.68, 24.72, 46.20,  0.25, 17.58
1982,  4, 0.0768,264.559, 68.37, 20.32, 44.35,  0.33, 19.10
1982,  5, 0.0780,266.083, 63.81, 20.91, 42.36,  0.25, 22.62
1982,  6, 0.0786,267.407, 57.50, 23.17, 40.34,  0.29, 26.31
1982,  7, 0.0785,268.643, 51.17, 24.95, 38.06,  0.33, 34.43
1982,  8, 0.0812,269.932, 47.75, 26.61, 37.18,  0.00, 38.67
1982,  9, 0.0822,271.215, 43.68, 28.81, 36.24,  0.07, 43.17
1982, 10, 0.0829,272.530, 39.60, 30.61, 35.11,  0.07, 50.63
1982, 11, 0.0874,274.002, 36.27, 32.38, 34.33,  0.07, 55.09
1982, 12, 0.0938,275.366, 33.52, 36.61, 35.06,  0.00, 50.85
1982, 13, 0.0985,276.429, 29.90, 39.75, 34.82,  0.11, 51.97
1982, 14, 0.1028,277.232, 26.80, 42.50, 34.65,  0.36, 53.42
1982, 15, 0.1066,277.463, 24.15, 47.27, 35.71,  0.40, 49.22
1982, 16, 0.1223,278.640, 12.92, 69.76, 41.34,  0.29, 28.60
1982, 17, 0.1459,280.560, 13.73, 72.79, 43.26,  0.29, 22.07
1982, 18, 0.1850,283.479, 19.56, 68.43, 43.99,  0.11, 18.99
1982, 19, 0.2335,286.552, 28.43, 60.64, 44.53,  0.00, 16.42
1982, 20, 0.2791,288.730, 30.24, 56.38, 43.31,  0.00, 17.22
1982, 21, 0.3122,289.716, 36.93, 53.48, 45.20,  0.00, 13.37
1982, 22, 0.3304,290.046, 40.66, 52.61, 46.63,  0.00, 11.45
1982, 23, 0.3376,290.170, 42.21, 53.13, 47.67,  0.00, 10.08
1982, 24, 0.3355,290.058, 41.20, 55.32, 48.26,  0.00,  9.42
1982, 25, 0.3320,289.903, 39.69, 58.83, 49.26,  0.00,  7.86
1982, 26, 0.3295,289.929, 38.77, 60.16, 49.46,  0.04,  7.79
1982, 27, 0.3319,290.395, 40.80, 58.49, 49.65,  0.04,  8.12
1982, 28, 0.3389,291.147, 45.44, 55.64, 50.54,  0.00,  7.86
1982, 29, 0.3493,292.019, 51.85, 50.72, 51.28,  0.00,  7.07
1982, 30, 0.3509,292.455, 52.68, 48.81, 50.74,  0.00,  6.67
1982, 31, 0.3516,292.894, 54.64, 45.95, 50.29,  0.00,  6.85
1982, 32, 0.3453,292.839, 53.65, 46.03, 49.84,  0.00,  7.72
1982, 33, 0.3438,292.757, 55.48, 43.63, 49.56,  0.04,  7.28
1982, 34, 0.3444,292.824, 58.56, 33.97, 46.26,  0.11, 12.72
1982, 35, 0.3390,292.170, 60.52, 26.59, 43.56,  0.11, 17.91
1982, 36, 0.3288,291.294, 63.05, 20.41, 41.73,  0.00, 21.35
1982, 37, 0.3109,290.084, 62.44, 16.83, 39.63,  0.00, 29.65
1982, 38, 0.2899,288.220, 61.05, 21.02, 41.03,  0.00, 25.88
1982, 39, 0.2594,285.928, 56.62, 28.03, 42.33,  0.04, 24.47
1982, 40, 0.2235,283.721, 49.18, 31.66, 40.42,  0.73, 32.87
1982, 41, 0.1909,281.882, 42.16, 29.48, 35.82,  3.34, 48.42
1982, 42, 0.1709,280.367, 41.62, 22.65, 32.13,  5.76, 60.31
1982, 43, 0.1534,278.671, 42.30, 17.48, 29.89,  7.32, 70.24
1982, 44, 0.1362,276.887, 42.88, 12.65, 27.76,  8.84, 77.89
1982, 45, 0.1146,274.716, 41.30, 11.11, 26.20, 11.42, 83.11
1982, 46, 0.1009,272.864, 45.97,  8.71, 27.34,  9.68, 79.85
1982, 47, 0.0907,271.051, 53.04,  7.42, 30.23,  6.31, 69.48
1982, 48, 0.0785,268.707, 53.99,  9.50, 31.74,  5.69, 62.20
1982, 49, 0.0678,266.635, 49.11, 11.56, 30.33,  7.65, 66.94
1982, 50, 0.0622,265.125, 45.88, 13.38, 29.63,  8.59, 70.57
1982, 51, 0.0616,263.589, 48.31, 17.88, 33.09,  4.17, 59.22
1982, 52, 0.0576,262.371, 46.67, 22.06, 34.37,  3.19, 55.53
1983,  1, 0.0547,261.897, 46.64, 22.02, 34.33,  2.79, 55.27
1983,  2, 0.0523,261.932, 42.38, 23.56, 32.97,  2.36, 59.95
1983,  3, 0.0518,262.175, 42.11, 25.47, 33.79,  1.45, 56.62
1983,  4, 0.0534,262.657, 42.95, 29.50, 36.22,  0.65, 46.32
1983,  5, 0.0516,262.309, 38.12, 39.43, 38.78,  0.14, 35.92
1983,  6, 0.0470,262.002, 30.38, 48.60, 39.49,  0.11, 31.32
1983,  7, 0.0465,262.615, 26.77, 52.41, 39.59,  0.00, 31.13
1983,  8, 0.0476,263.383, 24.73, 55.71, 40.22,  0.04, 26.89
1983,  9, 0.0514,264.420, 24.44, 59.15, 41.79,  0.00, 20.08
1983, 10, 0.0593,266.187, 25.75, 58.69, 42.22,  0.00, 19.35
1983, 11, 0.0690,268.024, 26.27, 58.61, 42.44,  0.00, 19.93
1983, 12, 0.0804,269.972, 26.85, 59.48, 43.16,  0.00, 19.43
1983, 13, 0.0953,272.638, 29.27, 55.77, 42.52,  0.04, 23.12
1983, 14, 0.1127,275.439, 33.19, 49.94, 41.56,  0.36, 27.55
1983, 15, 0.1373,278.624, 40.15, 41.68, 40.92,  0.51, 29.79
1983, 16, 0.1672,281.435, 37.38, 52.92, 45.15,  0.29, 19.75
1983, 17, 0.2012,284.557, 41.50, 47.80, 44.65,  0.18, 19.79
1983, 18, 0.2350,287.104, 43.55, 44.45, 44.00,  0.04, 21.28
1983, 19, 0.2630,288.696, 42.55, 45.93, 44.24,  0.11, 20.12
1983, 20, 0.2858,290.173, 32.80, 46.89, 39.84,  0.29, 31.97
1983, 21, 0.3033,290.985, 33.81, 44.81, 39.31,  0.22, 34.14
1983, 22, 0.3181,291.712, 35.99, 41.07, 38.53,  0.22, 37.59
1983, 23, 0.3264,292.044, 37.69, 40.06, 38.87,  0.29, 35.08
1983, 24, 0.3187,291.096, 34.04, 47.99, 41.01,  0.18, 28.09
1983, 25, 0.3112,290.689, 30.53, 53.40, 41.96,  0.36, 24.86
1983, 26, 0.3114,291.198, 30.61, 50.62, 40.61,  0.14, 29.76
1983, 27, 0.3077,291.242, 29.90, 51.96, 40.93,  0.25, 30.23
1983, 28, 0.2962,290.801, 26.75, 58.63, 42.69,  0.29, 25.59
1983, 29, 0.2820,290.328, 23.06, 65.24, 44.14,  0.22, 22.58
1983, 30, 0.2701,290.107, 16.28, 68.76, 42.52,  0.33, 24.07
1983, 31, 0.2746,290.472, 19.29, 66.83, 43.06,  0.40, 23.52
1983, 32, 0.2824,291.001, 23.53, 62.14, 42.83,  1.05, 25.41
1983, 33, 0.2902,291.715, 28.35, 53.24, 40.79,  1.92, 32.22
1983, 34, 0.2949,292.342, 33.63, 38.60, 36.11,  6.20, 45.85
1983, 35, 0.2980,293.001, 40.86, 18.07, 29.46, 13.88, 66.29
1983, 36, 0.2870,292.474, 43.92,  9.02, 26.47, 16.53, 77.82
1983, 37, 0.2673,290.967, 42.81,  8.40, 25.60, 16.75, 81.77
1983, 38, 0.2481,289.377, 41.97,  9.60, 25.78, 14.21, 83.00
1983, 39, 0.2314,287.406, 43.40, 13.51, 28.45,  7.94, 76.55
1983, 40, 0.2123,285.251, 43.34, 17.49, 30.42,  4.13, 70.28
1983, 41, 0.1883,282.627, 40.47, 22.72, 31.59,  3.34, 65.24
1983, 42, 0.1651,279.949, 38.16, 25.87, 32.01,  3.08, 64.30
1983, 43, 0.1424,277.544, 35.74, 25.94, 30.84,  4.13, 68.54
1983, 44, 0.1245,274.588, 35.30, 28.96, 32.13,  3.30, 62.88
1983, 45, 0.1104,271.500, 38.06, 32.03, 35.04,  1.12, 51.58
1983, 46, 0.0972,268.729, 42.78, 33.17, 37.98,  0.58, 39.91
1983, 47, 0.0864,266.639, 48.73, 32.08, 40.40,  0.29, 31.03
1983, 48, 0.0796,265.499, 55.15, 27.23, 41.19,  0.36, 29.58
1983, 49, 0.0717,264.227, 53.56, 24.97, 39.26,  0.58, 37.01
1983, 50, 0.0682,263.507, 53.15, 22.29, 37.72,  1.38, 42.73
1983, 51, 0.0655,262.946, 52.98, 21.15, 37.07,  2.17, 46.07
1983, 52, 0.0643,262.131, 55.29, 23.08, 39.18,  1.74, 40.67
1984,  1, 0.0646,261.478, 59.84, 23.99, 41.91,  1.52, 32.69
1984,  2, 0.0618,260.510, 54.85, 30.30, 42.58,  0.62, 30.23
1984,  3, 0.0576,259.533, 49.04, 37.78, 43.41,  0.47, 26.82
1984,  4, 0.0521,259.183, 41.29, 45.51, 43.40,  0.22, 24.75
1984,  5, 0.0462,258.806, 32.54, 55.24, 43.89,  0.07, 20.95
1984,  6, 0.0420,258.535, 25.59, 63.46, 44.53,  0.00, 18.41
1984,  7, 0.0400,258.496, 21.16, 69.56, 45.36,  0.00, 16.31
1984,  8, 0.0385,258.754, 17.90, 74.37, 46.14,  0.00, 13.27
1984,  9, 0.0378,259.940, 15.41, 77.19, 46.30,  0.00,  9.82
1984, 10, 0.0405,261.812, 14.02, 76.61, 45.31,  0.00, 11.02
1984, 11, 0.0489,264.974, 14.52, 71.25, 42.88,  0.00, 17.14
1984, 12, 0.0628,268.647, 16.87, 64.85, 40.86,  0.00, 25.41
1984, 13, 0.0770,272.511, 18.85, 56.34, 37.59,  0.07, 41.32
1984, 14, 0.0952,276.306, 23.34, 46.25, 34.79,  0.29, 54.80
1984, 15, 0.1187,279.717, 30.48, 36.83, 33.65,  0.94, 59.59
1984, 16, 0.1415,282.378, 23.28, 46.99, 35.13,  0.91, 52.16
1984, 17, 0.1645,284.542, 23.11, 47.85, 35.48,  0.69, 50.96
1984, 18, 0.1910,286.143, 22.82, 51.00, 36.91,  0.76, 44.40
1984, 19, 0.2186,287.252, 22.50, 56.08, 39.29,  0.25, 34.79
1984, 20, 0.2425,287.768, 17.84, 62.92, 40.38,  0.33, 28.45
1984, 21, 0.2615,287.762, 18.97, 66.70, 42.83,  0.18, 20.62
1984, 22, 0.2733,287.084, 19.64, 72.44, 46.04,  0.07, 13.01
1984, 23, 0.2811,286.295, 20.79, 78.93, 49.85,  0.04,  7.32
1984, 24, 0.2917,286.378, 24.30, 80.92, 52.61,  0.04,  4.71
1984, 25, 0.3018,286.797, 27.84, 81.86, 54.85,  0.00,  3.12
1984, 26, 0.3058,286.828, 29.36, 84.29, 56.82,  0.00,  2.21
1984, 27, 0.3124,287.303, 32.94, 83.62, 58.28,  0.00,  2.46
1984, 28, 0.3229,288.414, 38.95, 79.06, 59.00,  0.00,  2.65
1984, 29, 0.3289,289.345, 43.39, 74.79, 59.09,  0.00,  2.39
1984, 30, 0.3279,289.943, 42.26, 71.96, 57.11,  0.00,  2.50
1984, 31, 0.3142,289.850, 37.25, 74.01, 55.63,  0.00,  3.05
1984, 32, 0.2985,289.687, 31.07, 75.14, 53.10,  0.00,  5.33
1984, 33, 0.2812,289.474, 24.30, 74.33, 49.31,  0.04, 10.37
1984, 34, 0.2628,288.903, 18.53, 72.05, 45.29,  0.18, 18.30
1984, 35, 0.2386,287.526, 13.90, 72.18, 43.04,  0.44, 24.83
1984, 36, 0.2146,286.030, 12.31, 70.69, 41.50,  0.51, 29.32
1984, 37, 0.1959,284.818, 11.87, 66.99, 39.43,  0.51, 35.88
1984, 38, 0.1776,283.523, 10.81, 66.67, 38.74,  1.23, 38.82
1984, 39, 0.1573,281.488,  9.49, 70.11, 39.80,  0.94, 34.61
1984, 40, 0.1462,279.853, 11.46, 65.92, 38.69,  1.74, 39.00
1984, 41, 0.1390,278.640, 15.27, 57.29, 36.28,  3.99, 47.12
1984, 42, 0.1338,277.658, 21.44, 44.89, 33.16,  6.99, 55.89
1984, 43, 0.1242,275.861, 25.78, 39.16, 32.47,  6.85, 58.97
1984, 44, 0.1100,272.994, 26.77, 40.66, 33.72,  5.04, 56.36
1984, 45, 0.0978,270.375, 29.44, 39.53, 34.48,  3.44, 54.91
1984, 46, 0.0915,268.088, 38.27, 37.04, 37.65,  1.99, 43.38
1984, 47, 0.0855,265.774, 48.36, 37.09, 42.72,  0.65, 29.18
1984, 48, 0.0812,263.446, 57.66, 39.06, 48.36,  0.51, 18.01
1984, 49, 0.0794,261.283, 63.95, 42.37, 53.16,  0.33, 12.25
1984, 50, 0.0787,259.722, 67.96, 44.99, 56.47,  0.18,  8.70
1984, 51, 0.0763,257.892, 68.31, 51.37, 59.84,  0.04,  4.71
1984, 52, 0.0744,256.088, 69.14, 58.42, 63.78,  0.00,  1.67
1985,  1, 0.0720,254.722, 70.42, 62.47, 66.44,  0.00,  0.87
1985,  2, 0.0677,254.127, 62.98, 64.65, 63.81,  0.00,  0.62
1985,  3, 0.0636,254.561, 56.56, 64.64, 60.60,  0.00,  1.23
1985,  4, 0.0583,255.584, 48.46, 65.03, 56.74,  0.04,  2.39
1985,  5, 0.0523,256.482, 38.97, 67.81, 53.39,  0.04,  4.24
1985,  6, 0.0476,256.712, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  7, 0.0457,257.693, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  8, 0.0431,258.585, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  9,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 10,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 11,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 12,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 13,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 14,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 15, 0.1223,278.109, 31.89, 43.82, 37.86,  0.40, 42.33
1985, 16, 0.1561,282.239, 30.53, 47.84, 39.18,  0.65, 37.48
1985, 17, 0.1893,285.524, 34.82, 41.36, 38.09,  0.51, 40.85
1985, 18, 0.2161,287.419, 33.95, 42.27, 38.11,  0.62, 40.96
1985, 19, 0.2457,288.535, 34.01, 47.14, 40.57,  0.25, 30.66
1985, 20, 0.2700,290.604, 26.99, 44.05, 35.52,  0.69, 49.84
1985, 21, 0.2837,290.148, 26.28, 50.59, 38.44,  0.25, 35.88
1985, 22, 0.2929,289.751, 26.12, 54.54, 40.33,  0.22, 28.89
1985, 23, 0.2958,289.233, 25.58, 59.38, 42.48,  0.07, 22.22
1985, 24, 0.2935,288.416, 24.43, 66.89, 45.66,  0.07, 13.92
1985, 25, 0.2978,288.451, 25.95, 69.77, 47.86,  0.04, 10.33
1985, 26, 0.3040,288.983, 28.38, 67.73, 48.06,  0.04, 10.48
1985, 27, 0.3119,289.683, 32.33, 64.60, 48.47,  0.11, 11.42
1985, 28, 0.3157,290.321, 35.37, 62.97, 49.17,  0.00, 10.91
1985, 29, 0.3226,291.106, 40.08, 59.16, 49.62,  0.00, 10.40
1985, 30, 0.3304,291.959, 42.80, 53.49, 48.14,  0.00, 10.19
1985, 31, 0.3371,293.006, 47.36, 44.89, 46.12,  0.07, 14.39
1985, 32, 0.3471,293.929, 54.14, 35.78, 44.96,  0.22, 17.94
1985, 33, 0.3476,294.359, 57.00, 28.43, 42.71,  0.76, 24.72
1985, 34, 0.3343,293.884, 53.11, 23.76, 38.43,  2.83, 38.60
1985, 35, 0.3136,292.589, 48.09, 22.57, 35.33,  3.88, 49.91
1985, 36, 0.2895,290.467, 45.00, 28.41, 36.70,  2.79, 46.43
1985, 37, 0.2610,287.990, 40.13, 36.80, 38.47,  2.39, 40.05
1985, 38, 0.2350,285.906, 36.29, 43.36, 39.83,  1.67, 36.10
1985, 39, 0.2078,283.617, 32.67, 49.83, 41.25,  1.09, 32.00
1985, 40, 0.1776,280.910, 26.84, 56.52, 41.68,  0.73, 29.18
1985, 41, 0.1532,278.363, 22.94, 59.58, 41.26,  0.62, 30.88
1985, 42, 0.1313,275.883, 20.71, 59.25, 39.98,  1.01, 34.72
1985, 43, 0.1114,273.341, 19.28, 58.29, 38.79,  1.41, 38.06
1985, 44, 0.0954,270.444, 18.52, 58.48, 38.50,  1.63, 39.58
1985, 45, 0.0797,266.781, 17.17, 62.48, 39.82,  1.16, 35.81
1985, 46, 0.0616,262.459, 12.81, 69.89, 41.35,  0.51, 32.62
1985, 47, 0.0442,259.249,  6.88, 72.93, 39.90,  0.94, 35.52
1985, 48, 0.0332,256.770,  2.90, 75.22, 39.06,  1.70, 36.93
1985, 49, 0.0308,255.151,  2.87, 75.82, 39.34,  3.08, 35.52
1985, 50, 0.0296,253.928,  2.59, 76.70, 39.64,  4.46, 33.31
1985, 51, 0.0282,252.721,  2.95, 79.08, 41.02,  4.86, 29.10
1985, 52, 0.0258,251.714,  3.82, 80.90, 42.36,  3.15, 25.70
1986,  1, 0.0241,251.711,  4.10, 77.19, 40.64,  3.12, 31.24
1986,  2, 0.0248,253.046,  6.02, 69.07, 37.55,  3.12, 42.33
1986,  3, 0.0244,255.000,  8.57, 61.59, 35.08,  2.72, 51.79
1986,  4, 0.0234,256.442,  9.26, 60.06, 34.66,  1.52, 54.11
1986,  5, 0.0229,257.078,  9.26, 64.33, 36.79,  0.40, 44.80
1986,  6, 0.0231,257.779,  8.83, 67.57, 38.20,  0.11, 39.69
1986,  7, 0.0235,259.145,  8.10, 67.46, 37.78,  0.07, 39.47
1986,  8, 0.0238,260.968,  7.42, 65.74, 36.58,  0.04, 45.78
1986,  9, 0.0258,263.100,  7.55, 64.36, 35.96,  0.07, 48.46
1986, 10, 0.0305,265.775,  7.84, 59.88, 33.86,  0.25, 58.28
1986, 11, 0.0419,269.084, 10.36, 53.57, 31.97,  0.87, 66.84
1986, 12, 0.0581,272.685, 14.24, 47.77, 31.00,  1.34, 71.37
1986, 13, 0.0801,276.644, 20.38, 38.48, 29.43,  3.26, 76.77
1986, 14, 0.1117,280.832, 31.69, 25.99, 28.84,  4.42, 78.61
1986, 15, 0.1496,284.780, 45.19, 14.22, 29.70,  3.26, 74.74
1986, 16, 0.1889,287.850, 47.69, 12.04, 29.87,  2.76, 74.45
1986, 17, 0.2334,290.289, 56.18,  9.22, 32.70,  1.05, 62.34
1986, 18, 0.2788,292.138, 62.94,  8.70, 35.82,  0.33, 46.94
1986, 19, 0.3144,293.620, 65.08, 10.09, 37.58,  0.40, 39.62
1986, 20, 0.3429,295.135, 52.70, 13.44, 33.07,  1.85, 58.61
1986, 21, 0.3614,295.739, 55.02, 11.90, 33.46,  1.67, 56.90
1986, 22, 0.3748,295.951, 57.60, 11.65, 34.62,  1.67, 52.16
1986, 23, 0.3808,296.213, 59.12, 10.86, 34.99,  1.49, 50.78
1986, 24, 0.3795,296.014, 58.53, 11.66, 35.10,  1.78, 49.73
1986, 25, 0.3744,295.857, 56.40, 12.65, 34.52,  2.21, 52.34
1986, 26, 0.3615,295.295, 51.01, 16.92, 33.97,  2.97, 54.04
1986, 27, 0.3478,294.545, 46.33, 23.50, 34.92,  3.41, 51.10
1986, 28, 0.3314,294.035, 41.21, 29.68, 35.44,  3.91, 49.84
1986, 29, 0.3159,293.807, 36.73, 33.73, 35.23,  5.00, 51.21
1986, 30, 0.3068,293.730, 31.83, 36.28, 34.06,  5.94, 52.70
1986, 31, 0.2994,293.441, 29.71, 40.26, 34.99,  4.78, 49.95
1986, 32, 0.2921,292.510, 27.35, 48.62, 37.99,  2.61, 39.33
1986, 33, 0.2891,292.008, 27.44, 50.26, 38.85,  2.32, 36.53
1986, 34, 0.2802,290.816, 26.30, 53.15, 39.72,  2.32, 34.22
1986, 35, 0.2717,289.666, 28.54, 51.04, 39.79,  2.43, 34.65
1986, 36, 0.2589,288.083, 31.36, 51.15, 41.25,  1.60, 29.00
1986, 37, 0.2483,286.239, 34.39, 53.90, 44.14,  0.76, 20.48
1986, 38, 0.2376,284.769, 37.23, 55.38, 46.31,  0.36, 15.30
1986, 39, 0.2266,283.289, 41.06, 54.02, 47.54,  0.22, 12.58
1986, 40, 0.2100,281.815, 42.26, 49.10, 45.68,  0.33, 15.19
1986, 41, 0.1886,280.193, 40.63, 44.29, 42.46,  0.44, 23.38
1986, 42, 0.1649,278.625, 38.09, 37.09, 37.59,  1.27, 39.29
1986, 43, 0.1386,276.752, 33.63, 32.22, 32.93,  2.94, 59.30
1986, 44, 0.1085,273.874, 25.60, 34.11, 29.86,  5.36, 70.93
1986, 45, 0.0840,271.217, 19.41, 33.84, 26.62, 10.66, 81.77
1986, 46, 0.0652,269.020, 15.34, 31.41, 23.37, 19.10, 89.53
1986, 47, 0.0542,266.849, 16.55, 30.91, 23.73, 18.88, 87.50
1986, 48, 0.0488,264.720, 20.49, 31.75, 26.12, 13.63, 81.19
1986, 49, 0.0446,262.046, 20.22, 37.84, 29.03,  9.86, 71.44
1986, 50, 0.0427,259.111, 20.11, 48.60, 34.35,  4.06, 53.90
1986, 51, 0.0409,256.777, 20.20, 58.11, 39.15,  1.23, 37.91
1986, 52, 0.0398,254.748, 22.62, 66.13, 44.38,  0.18, 21.67
1987,  1, 0.0372,253.161, 21.99, 70.76, 46.37,  0.07, 16.89
1987,  2, 0.0339,252.363, 17.89, 73.19, 45.54,  0.07, 17.43
1987,  3, 0.0333,252.581, 19.22, 73.97, 46.59,  0.04, 14.06
1987,  4, 0.0303,253.139, 16.80, 76.24, 46.52,  0.00, 13.52
1987,  5, 0.0265,253.426, 12.74, 81.79, 47.26,  0.04,  9.86
1987,  6, 0.0252,253.618, 10.70, 86.50, 48.60,  0.04,  6.27
1987,  7, 0.0264,254.854, 10.35, 86.36, 48.36,  0.00,  5.40
1987,  8, 0.0298,256.693, 11.53, 84.05, 47.79,  0.00,  5.29
1987,  9, 0.0316,258.010, 11.30, 86.25, 48.77,  0.00,  3.44
1987, 10, 0.0333,259.088,  9.59, 88.62, 49.10,  0.00,  2.97
1987, 11, 0.0383,260.898,  8.43, 88.78, 48.61,  0.00,  4.20
1987, 12, 0.0473,263.752,  8.45, 85.39, 46.92,  0.00,  7.32
1987, 13, 0.0609,266.975, 10.37, 80.02, 45.19,  0.00, 12.18
1987, 14, 0.0827,270.763, 16.98, 70.68, 43.83,  0.00, 16.67
1987, 15, 0.1030,274.640, 22.82, 59.53, 41.17,  0.04, 24.39
1987, 16, 0.1226,278.085, 13.48, 74.45, 43.96,  0.00, 15.91
1987, 17, 0.1464,281.265, 14.29, 70.05, 42.17,  0.00, 22.94
1987, 18, 0.1670,283.253, 11.70, 71.53, 41.62,  0.11, 25.30
1987, 19, 0.1951,284.417, 11.73, 76.41, 44.07,  0.11, 16.64
1987, 20, 0.2269,286.051, 12.19, 74.10, 43.14,  0.22, 17.98
1987, 21, 0.2574,287.585, 17.04, 67.74, 42.39,  0.18, 21.17
1987, 22, 0.2850,288.247, 23.54, 64.52, 44.03,  0.18, 17.58
1987, 23, 0.3073,288.824, 30.47, 62.03, 46.25,  0.07, 13.05
1987, 24, 0.3274,289.918, 38.28, 56.18, 47.23,  0.11, 12.65
1987, 25, 0.3472,291.087, 46.26, 49.84, 48.05,  0.11, 10.62
1987, 26, 0.3590,291.775, 51.18, 45.53, 48.36,  0.00,  9.68
1987, 27, 0.3647,292.622, 54.57, 39.88, 47.23,  0.14, 12.72
1987, 28, 0.3564,292.670, 52.74, 42.08, 47.41,  0.25, 12.47
1987, 29, 0.3363,292.089, 45.99, 49.79, 47.89,  0.07, 13.30
1987, 30, 0.3160,291.282, 36.28, 59.09, 47.68,  0.25, 11.38
1987, 31, 0.2989,290.048, 29.79, 71.33, 50.56,  0.07,  6.52
1987, 32, 0.2949,289.431, 29.21, 76.56, 52.88,  0.00,  3.84
1987, 33, 0.2951,288.994, 30.86, 78.25, 54.56,  0.00,  2.97
1987, 34, 0.2947,288.563, 33.61, 75.36, 54.48,  0.00,  2.79
1987, 35, 0.2904,288.058, 37.34, 67.64, 52.49,  0.00,  4.89
1987, 36, 0.2869,287.388, 43.89, 58.57, 51.23,  0.00,  6.23
1987, 37, 0.2752,286.421, 46.38, 52.43, 49.40,  0.04,  8.23
1987, 38, 0.2593,285.264, 47.04, 50.47, 48.75,  0.00,  8.70
1987, 39, 0.2402,283.932, 47.55, 47.73, 47.64,  0.04, 10.11
1987, 40, 0.2225,282.419, 48.54, 43.69, 46.11,  0.04, 12.94
1987, 41, 0.2033,280.037, 48.46, 45.80, 47.13,  0.04, 11.96
1987, 42, 0.1773,277.418, 44.97, 47.34, 46.15,  0.04, 15.98
1987, 43, 0.1472,274.300, 38.67, 51.60, 45.13,  0.14, 19.25
1987, 44, 0.1209,270.738, 33.32, 57.02, 45.17,  0.07, 20.08
1987, 45, 0.0964,267.109, 28.23, 60.96, 44.59,  0.18, 23.96
1987, 46, 0.0776,263.540, 26.16, 64.06, 45.11,  0.25, 24.03
1987, 47, 0.0650,261.058, 27.54, 63.62, 45.58,  0.25, 23.52
1987, 48, 0.0564,259.634, 29.26, 60.53, 44.90,  0.40, 25.73
1987, 49, 0.0557,259.182, 34.26, 54.49, 44.38,  0.65, 26.60
1987, 50, 0.0549,259.077, 36.40, 48.71, 42.56,  1.12, 30.41
1987, 51, 0.0539,259.037, 38.01, 44.47, 41.24,  1.52, 33.92
1987, 52, 0.0546,259.363, 42.70, 39.21, 40.96,  1.41, 35.01
1988,  1, 0.0548,259.725, 46.94, 33.97, 40.46,  1.96, 35.63
1988,  2, 0.0541,259.015, 45.04, 38.55, 41.80,  0.83, 29.79
1988,  3, 0.0519,259.018, 42.43, 41.14, 41.78,  0.83, 29.03
1988,  4, 0.0506,259.153, 39.90, 46.43, 43.17,  0.29, 23.09
1988,  5, 0.0499,259.136, 36.52, 54.15, 45.33,  0.07, 15.37
1988,  6, 0.0486,259.124, 31.72, 61.17, 46.44,  0.00, 11.53
1988,  7, 0.0471,258.987, 27.17, 67.43, 47.30,  0.00, 10.80
1988,  8, 0.0460,259.163, 23.51, 71.90, 47.71,  0.00,  9.68
1988,  9, 0.0474,260.007, 21.82, 75.06, 48.44,  0.00,  7.32
